application_id,cluster_id,start_time,end_time,app_number
application_1485248649253_0151,1485248649253,2017-06-10 15:01:01,2017-06-10 15:11:06,0147
application_1485248649253_0156,1485248649253,2017-06-10 15:01:11,2017-06-10 15:18:14,0148
application_1485248649253_0152,1485248649253,2017-06-10 15:02:20,2017-06-10 15:12:49,0149
application_1485248649253_0158,1485248649253,2017-06-10 15:04:03,2017-06-10 15:22:13,0150
application_1485248649253_0154,1485248649253,2017-06-10 15:05:03,2017-06-10 15:15:08,0151
application_1485248649253_0159,1485248649253,2017-06-10 15:06:16,2017-06-10 15:23:15,0152
application_1485248649253_0160,1485248649253,2017-06-10 15:07:44,2017-06-10 15:24:36,0153
application_1485248649253_0161,1485248649253,2017-06-10 15:09:15,2017-06-10 15:26:07,0154
application_1485248649253_0157,1485248649253,2017-06-10 15:09:28,2017-06-10 15:20:01,0155
application_1485248649253_0162,1485248649253,2017-06-10 15:10:34,2017-06-10 15:27:59,0156
application_1485248649253_0164,1485248649253,2017-06-10 15:13:20,2017-06-10 15:28:43,0157
application_1485248649253_0165,1485248649253,2017-06-10 15:14:56,2017-06-10 15:32:03,0158
application_1485248649253_0166,1485248649253,2017-06-10 15:16:28,2017-06-10 15:34:02,0159
application_1485248649253_0167,1485248649253,2017-06-10 15:18:05,2017-06-10 15:35:11,0160
application_1485248649253_0168,1485248649253,2017-06-10 15:19:39,2017-06-10 15:35:04,0161
application_1485248649253_0163,1485248649253,2017-06-10 15:19:47,2017-06-10 15:29:16,0162
application_1485248649253_0169,1485248649253,2017-06-10 15:21:18,2017-06-10 15:38:52,0163
application_1485248649253_0170,1485248649253,2017-06-10 15:22:59,2017-06-10 15:40:14,0164
application_1485248649253_0171,1485248649253,2017-06-10 15:24:53,2017-06-10 15:48:46,0165
application_1485248649253_0172,1485248649253,2017-06-10 20:30:59,2017-06-10 20:45:49,0166
application_1485248649253_0173,1485248649253,2017-07-27 11:41:53,2017-07-27 11:59:40,0167
application_1485248649253_0174,1485248649253,2017-07-27 14:31:34,2017-07-27 14:53:35,0168
application_1485248649253_0175,1485248649253,2017-07-27 14:35:30,2017-07-27 14:45:51,0169
application_1485248649253_0176,1485248649253,2017-07-27 14:42:13,2017-07-27 14:52:05,0170
application_1485248649253_0178,1485248649253,2017-07-27 15:02:55,2017-07-27 15:20:38,0171
application_1485248649253_0177,1485248649253,2017-07-27 15:09:56,2017-07-27 15:19:06,0172
application_1485248649253_0180,1485248649253,2017-07-27 15:14:48,2017-07-27 15:32:31,0173
application_1485248649253_0179,1485248649253,2017-07-27 15:23:03,2017-07-27 15:31:35,0174
application_1485248649253_0181,1485248649253,2017-07-27 20:25:59,2017-07-27 20:35:52,0175
application_1485248649253_0182,1485248649253,2017-07-27 20:57:23,2017-07-27 21:15:10,0176
application_1485248649253_0184,1485248649253,2017-07-27 21:02:56,2017-07-27 21:22:53,0177
application_1485248649253_0183,1485248649253,2017-07-27 21:07:53,2017-07-27 21:18:22,0178
application_1485248649253_0186,1485248649253,2017-07-27 21:18:18,2017-07-27 21:38:19,0179
application_1485248649253_0185,1485248649253,2017-07-27 21:23:12,2017-07-27 21:33:34,0180
application_1485248649253_0187,1485248649253,2017-07-27 21:25:08,2017-07-27 21:45:00,0181
